"ID","fecha_encuesta","genero_r","edad","Mat_aprobadas","Mat_Desaprobadas","Mat_aprobadas2020_2021","sexo","fecha_nacimiento.y","maxnivelestcurmadre","maxnivelestcurpadre","maxnivelestdospadres","carrera","carrera_nombre","plan","materia","materia_nombre","fecha_inscripcion","fecha_regularidad","resultado_cursada","resultado_cursada_nombre","nota","q_cursadas","primera_fecha_inscripcion","fecha_final","primera_fecha_final","q_final","resultado_final","resultado_final_nombre","vM_equiv","cuatrimestre","ESTADO","ID_anon"
5,2024-10-19 09:35:17,2,64,14,0,9,"Femenino","1958-11","04. Primaria completa","04. Primaria completa","04. Primaria completa","S","Licenciatura en Sociología","actual","S219","Economía para Ciencias Sociales",2021-02-17 14:20:00,2021-07-01,"P","Promocionado","8",1,2021-02-17 14:20:00,NA,NA,NA,NA,NA,NA,3,1,617
5,2024-10-19 09:35:17,2,64,14,0,9,"Femenino","1958-11","04. Primaria completa","04. Primaria completa","04. Primaria completa","S","Licenciatura en Sociología","actual","S220","Procesos Sociales y Políticos de América Latina",2023-02-27 12:17:00,2023-07-13,"A","Aprobado","7",2,2022-02-19 09:01:00,2023-08-02,2023-08-02,1,"A","Aprobado",NA,3,1,617
5,2024-10-19 09:35:17,2,64,14,0,9,"Femenino","1958-11","04. Primaria completa","04. Primaria completa","04. Primaria completa","S","Licenciatura en Sociología","actual","S221","Teorías Sociologícas 1",2023-02-27 15:12:00,2023-07-10,"A","Aprobado","9",1,2023-02-27 15:12:00,2023-07-31,2023-07-31,1,"A","Aprobado",NA,3,1,617
5,2024-10-19 09:35:17,2,64,14,0,9,"Femenino","1958-11","04. Primaria completa","04. Primaria completa","04. Primaria completa","S","Licenciatura en Sociología","actual","S222","Estudios del Discurso",2021-07-11 12:29:00,2021-11-19,"P","Promocionado","8",1,2021-07-11 12:29:00,NA,NA,NA,NA,NA,NA,4,1,617
5,2024-10-19 09:35:17,2,64,14,0,9,"Femenino","1958-11","04. Primaria completa","04. Primaria completa","04. Primaria completa","S","Licenciatura en Sociología","actual","S226","Inglés 1",2021-02-17 14:16:00,2021-07-02,"P","Promocionado","9",1,2021-02-17 14:16:00,NA,NA,NA,NA,NA,NA,3,1,617
6,2024-10-19 09:40:04,2,59,14,0,7,"Femenino","1964-04","03. Primaria incompleta","03. Primaria incompleta","03. Primaria incompleta","S","Licenciatura en Sociología","actual","CC01","HISTORIA GENERAL",2021-07-07 01:31:00,2021-11-23,"P","Promocionado","7",1,2021-07-07 01:31:00,NA,NA,NA,NA,NA,NA,2,1,1077
6,2024-10-19 09:40:04,2,59,14,0,7,"Femenino","1964-04","03. Primaria incompleta","03. Primaria incompleta","03. Primaria incompleta","S","Licenciatura en Sociología","actual","CC02","HISTORIA ARGENTINA",2022-07-08 21:00:00,2022-11-24,"A","Aprobado","10",1,2022-07-08 21:00:00,2022-12-15,2022-12-15,1,"A","Aprobado",NA,4,1,1077
6,2024-10-19 09:40:04,2,59,14,0,7,"Femenino","1964-04","03. Primaria incompleta","03. Primaria incompleta","03. Primaria incompleta","S","Licenciatura en Sociología","actual","CC03","INTRODUCCION A LA FILOSOFIA",2022-07-04 01:47:00,2022-11-18,"P","Promocionado","9",2,2021-07-07 01:33:00,NA,NA,NA,NA,NA,NA,2,1,1077
6,2024-10-19 09:40:04,2,59,14,0,7,"Femenino","1964-04","03. Primaria incompleta","03. Primaria incompleta","03. Primaria incompleta","S","Licenciatura en Sociología","actual","CC05","INTRODUCCION A LA SOCIOLOGIA",2021-02-19 19:18:00,2021-07-12,"P","Promocionado","9",1,2021-02-19 19:18:00,NA,NA,NA,NA,NA,NA,1,1,1077
6,2024-10-19 09:40:04,2,59,14,0,7,"Femenino","1964-04","03. Primaria incompleta","03. Primaria incompleta","03. Primaria incompleta","S","Licenciatura en Sociología","actual","CC07","INTRODUCCION A LA CIENCIA POLITICA",2021-07-07 01:38:00,2021-11-20,"P","Promocionado","8",1,2021-07-07 01:38:00,NA,NA,NA,NA,NA,NA,2,1,1077
6,2024-10-19 09:40:04,2,59,14,0,7,"Femenino","1964-04","03. Primaria incompleta","03. Primaria incompleta","03. Primaria incompleta","S","Licenciatura en Sociología","actual","CC08","METODOLOGIA DE LA INVESTIGACION",2023-07-11 05:47:00,2023-11-27,"P","Promocionado","9",1,2023-07-11 05:47:00,NA,NA,NA,NA,NA,NA,4,1,1077
6,2024-10-19 09:40:04,2,59,14,0,7,"Femenino","1964-04","03. Primaria incompleta","03. Primaria incompleta","03. Primaria incompleta","S","Licenciatura en Sociología","actual","CC09","INTRODUCCION A LA ANTROPOLOGIA",2021-02-19 18:49:00,2021-07-05,"P","Promocionado","8",1,2021-02-19 18:49:00,NA,NA,NA,NA,NA,NA,1,1,1077
6,2024-10-19 09:40:04,2,59,14,0,7,"Femenino","1964-04","03. Primaria incompleta","03. Primaria incompleta","03. Primaria incompleta","S","Licenciatura en Sociología","actual","S 19","ESTUDIOS SOCIALES DE LA ECONOMIA",2023-12-05 13:01:00,2024-03-07,"P","Promocionado","8",1,2023-12-05 13:01:00,NA,NA,NA,NA,NA,NA,8,1,1077
6,2024-10-19 09:40:04,2,59,14,0,7,"Femenino","1964-04","03. Primaria incompleta","03. Primaria incompleta","03. Primaria incompleta","S","Licenciatura en Sociología","actual","S204","Inglés 2",2021-07-07 01:40:00,2021-11-19,"P","Promocionado","8",1,2021-07-07 01:40:00,NA,NA,NA,NA,NA,NA,4,1,1077
6,2024-10-19 09:40:04,2,59,14,0,7,"Femenino","1964-04","03. Primaria incompleta","03. Primaria incompleta","03. Primaria incompleta","S","Licenciatura en Sociología","actual","S207","Inglés 3",2022-03-11 17:11:00,2022-07-07,"P","Promocionado","10",1,2022-03-11 17:11:00,NA,NA,NA,NA,NA,NA,5,1,1077
6,2024-10-19 09:40:04,2,59,14,0,7,"Femenino","1964-04","03. Primaria incompleta","03. Primaria incompleta","03. Primaria incompleta","S","Licenciatura en Sociología","actual","S218","Escritura y Argumentación",2021-07-07,2021-07-07,"A","Aprobado","10",1,2021-07-07,2021-07-28,2021-07-28,1,"A","Aprobado",NA,1,1,1077
6,2024-10-19 09:40:04,2,59,14,0,7,"Femenino","1964-04","03. Primaria incompleta","03. Primaria incompleta","03. Primaria incompleta","S","Licenciatura en Sociología","actual","S219","Economía para Ciencias Sociales",2022-02-14 00:54:00,2022-07-05,"P","Promocionado","9",1,2022-02-14 00:54:00,NA,NA,NA,NA,NA,NA,3,1,1077
6,2024-10-19 09:40:04,2,59,14,0,7,"Femenino","1964-04","03. Primaria incompleta","03. Primaria incompleta","03. Primaria incompleta","S","Licenciatura en Sociología","actual","S220","Procesos Sociales y Políticos de América Latina",2022-02-17 20:31:00,2022-07-01,"P","Promocionado","10",1,2022-02-17 20:31:00,NA,NA,NA,NA,NA,NA,3,1,1077
6,2024-10-19 09:40:04,2,59,14,0,7,"Femenino","1964-04","03. Primaria incompleta","03. Primaria incompleta","03. Primaria incompleta","S","Licenciatura en Sociología","actual","S221","Teorías Sociologícas 1",2023-02-13 21:08:00,2023-07-10,"A","Aprobado","10",1,2023-02-13 21:08:00,2023-07-31,2023-07-31,1,"A","Aprobado",NA,3,1,1077
6,2024-10-19 09:40:04,2,59,14,0,7,"Femenino","1964-04","03. Primaria incompleta","03. Primaria incompleta","03. Primaria incompleta","S","Licenciatura en Sociología","actual","S222","Estudios del Discurso",2022-07-04 01:50:00,2022-11-17,"P","Promocionado","9",1,2022-07-04 01:50:00,NA,NA,NA,NA,NA,NA,4,1,1077
6,2024-10-19 09:40:04,2,59,14,0,7,"Femenino","1964-04","03. Primaria incompleta","03. Primaria incompleta","03. Primaria incompleta","S","Licenciatura en Sociología","actual","S226","Inglés 1",2021-02-19 18:59:00,2021-07-02,"P","Promocionado","9",1,2021-02-19 18:59:00,NA,NA,NA,NA,NA,NA,3,1,1077
8,2024-10-19 11:55:22,2,21,19,0,10,"Femenino","2002-09","09. Universitario incompleto","05. Secundario incompleto","09. Universitario incompleto","S","Licenciatura en Sociología","actual","CC01","HISTORIA GENERAL",2021-07-07 00:02:00,2021-11-23,"P","Promocionado","9",1,2021-07-07 00:02:00,NA,NA,NA,NA,NA,NA,2,1,1022
8,2024-10-19 11:55:22,2,21,19,0,10,"Femenino","2002-09","09. Universitario incompleto","05. Secundario incompleto","09. Universitario incompleto","S","Licenciatura en Sociología","actual","CC02","HISTORIA ARGENTINA",2022-12-06 08:43:00,2023-03-17,"P","Promocionado","9",2,2022-07-08 17:31:00,NA,NA,NA,NA,NA,NA,4,1,1022
8,2024-10-19 11:55:22,2,21,19,0,10,"Femenino","2002-09","09. Universitario incompleto","05. Secundario incompleto","09. Universitario incompleto","S","Licenciatura en Sociología","actual","CC03","INTRODUCCION A LA FILOSOFIA",2021-07-07 00:02:00,2021-11-25,"P","Promocionado","9",1,2021-07-07 00:02:00,NA,NA,NA,NA,NA,NA,2,1,1022
8,2024-10-19 11:55:22,2,21,19,0,10,"Femenino","2002-09","09. Universitario incompleto","05. Secundario incompleto","09. Universitario incompleto","S","Licenciatura en Sociología","actual","CC05","INTRODUCCION A LA SOCIOLOGIA",2021-03-18 10:17:00,2021-07-12,"P","Promocionado","9",1,2021-03-18 10:17:00,NA,NA,NA,NA,NA,NA,1,1,1022
8,2024-10-19 11:55:22,2,21,19,0,10,"Femenino","2002-09","09. Universitario incompleto","05. Secundario incompleto","09. Universitario incompleto","S","Licenciatura en Sociología","actual","CC07","INTRODUCCION A LA CIENCIA POLITICA",2021-07-07 00:03:00,2021-11-20,"P","Promocionado","7",1,2021-07-07 00:03:00,NA,NA,NA,NA,NA,NA,2,1,1022
8,2024-10-19 11:55:22,2,21,19,0,10,"Femenino","2002-09","09. Universitario incompleto","05. Secundario incompleto","09. Universitario incompleto","S","Licenciatura en Sociología","actual","CC08","METODOLOGIA DE LA INVESTIGACION",2022-07-05 15:12:00,2022-11-20,"P","Promocionado","8",1,2022-07-05 15:12:00,NA,NA,NA,NA,NA,NA,4,1,1022
8,2024-10-19 11:55:22,2,21,19,0,10,"Femenino","2002-09","09. Universitario incompleto","05. Secundario incompleto","09. Universitario incompleto","S","Licenciatura en Sociología","actual","CC09","INTRODUCCION A LA ANTROPOLOGIA",2021-03-18 10:19:00,2021-07-05,"P","Promocionado","9",1,2021-03-18 10:19:00,NA,NA,NA,NA,NA,NA,1,1,1022
8,2024-10-19 11:55:22,2,21,19,0,10,"Femenino","2002-09","09. Universitario incompleto","05. Secundario incompleto","09. Universitario incompleto","S","Licenciatura en Sociología","actual","CC10","ESTRUCTURA Y DESIGUALDAD SOCIAL",2023-03-16 20:41:00,2023-07-02,"P","Promocionado","8",1,2023-03-16 20:41:00,NA,NA,NA,NA,NA,NA,7,1,1022
8,2024-10-19 11:55:22,2,21,19,0,10,"Femenino","2002-09","09. Universitario incompleto","05. Secundario incompleto","09. Universitario incompleto","S","Licenciatura en Sociología","actual","OP133","Territorio Educativo: Experiencias formativas junto a organizaciones del Área Reconquista",2023-07-13 12:17:00,2023-11-24,"P","Promocionado","8",1,2023-07-13 12:17:00,NA,NA,NA,NA,NA,NA,NA,1,1022
8,2024-10-19 11:55:22,2,21,19,0,10,"Femenino","2002-09","09. Universitario incompleto","05. Secundario incompleto","09. Universitario incompleto","S","Licenciatura en Sociología","actual","S 17","SOCIEDAD, CULTURA Y PODER",2022-07-27 18:23:00,2022-11-23,"A","Aprobado","7",1,2022-07-27 18:23:00,2022-12-12,2022-12-12,1,"A","Aprobado",NA,6,1,1022
8,2024-10-19 11:55:22,2,21,19,0,10,"Femenino","2002-09","09. Universitario incompleto","05. Secundario incompleto","09. Universitario incompleto","S","Licenciatura en Sociología","actual","S 19","ESTUDIOS SOCIALES DE LA ECONOMIA",2023-07-11 11:04:00,2023-11-16,"A","Aprobado","5",1,2023-07-11 11:04:00,2023-12-15,2023-12-15,1,"A","Aprobado",NA,8,1,1022
8,2024-10-19 11:55:22,2,21,19,0,10,"Femenino","2002-09","09. Universitario incompleto","05. Secundario incompleto","09. Universitario incompleto","S","Licenciatura en Sociología","actual","S 25","ACCION COLECTIVA Y MOVIMIENTOS SOCIALES",2023-07-11 11:05:00,2023-11-29,"U","Ausente","(null)",1,2023-07-11 11:05:00,NA,NA,NA,NA,NA,NA,8,0,1022
8,2024-10-19 11:55:22,2,21,19,0,10,"Femenino","2002-09","09. Universitario incompleto","05. Secundario incompleto","09. Universitario incompleto","S","Licenciatura en Sociología","actual","S205","Sociología del Trabajo",2023-03-16 20:41:00,2023-06-29,"P","Promocionado","9",1,2023-03-16 20:41:00,NA,NA,NA,NA,NA,NA,5,1,1022
8,2024-10-19 11:55:22,2,21,19,0,10,"Femenino","2002-09","09. Universitario incompleto","05. Secundario incompleto","09. Universitario incompleto","S","Licenciatura en Sociología","actual","S206","Teorías Sociologícas 2",2023-02-13 14:52:00,2023-07-03,"U","Ausente","(null)",1,2023-02-13 14:52:00,NA,NA,NA,NA,NA,NA,5,0,1022
8,2024-10-19 11:55:22,2,21,19,0,10,"Femenino","2002-09","09. Universitario incompleto","05. Secundario incompleto","09. Universitario incompleto","S","Licenciatura en Sociología","actual","S218","Escritura y Argumentación",2021-07-07,2021-07-07,"A","Aprobado","7",1,2021-07-07,2021-07-28,2021-07-28,1,"A","Aprobado",NA,1,1,1022
8,2024-10-19 11:55:22,2,21,19,0,10,"Femenino","2002-09","09. Universitario incompleto","05. Secundario incompleto","09. Universitario incompleto","S","Licenciatura en Sociología","actual","S219","Economía para Ciencias Sociales",2022-02-14 00:07:00,2022-07-05,"P","Promocionado","7",1,2022-02-14 00:07:00,NA,NA,NA,NA,NA,NA,3,1,1022
